Day,Hour,PCB
07/08/2022,08,"351,20"
07/08/2022,09,"269,90"
07/08/2022,10,"222,33"
07/08/2022,11,"202,43"
07/08/2022,12,"218,28"
07/08/2022,13,"197,06"
07/08/2022,14,"186,44"
07/08/2022,15,"208,39"
07/08/2022,16,"237,40"
07/08/2022,17,"241,83"
07/08/2022,18,"246,36"
07/08/2022,19,"266,11"
07/08/2022,20,"327,43"
07/08/2022,21,"328,41"
07/08/2022,22,"331,81"
07/08/2022,23,"340,10"
08/08/2022,00,"374,32"
08/08/2022,01,"387,41"
08/08/2022,02,"381,70"
08/08/2022,03,"379,59"
08/08/2022,04,"387,81"
08/08/2022,05,"397,08"
08/08/2022,06,"399,10"
08/08/2022,07,"379,48"
08/08/2022,08,"395,81"
08/08/2022,09,"355,84"
08/08/2022,10,"367,10"
08/08/2022,11,"356,38"
08/08/2022,12,"361,93"
08/08/2022,13,"360,12"
08/08/2022,14,"297,45"
08/08/2022,15,"291,76"
08/08/2022,16,"288,90"
08/08/2022,17,"292,54"
08/08/2022,18,"351,30"
08/08/2022,19,"379,87"
08/08/2022,20,"401,29"
08/08/2022,21,"407,39"
08/08/2022,22,"364,94"
08/08/2022,23,"365,71"
09/08/2022,00,"376,13"
09/08/2022,01,"385,09"
09/08/2022,02,"372,88"
09/08/2022,03,"372,61"
09/08/2022,04,"377,48"
09/08/2022,05,"379,61"
09/08/2022,06,"383,38"
09/08/2022,07,"380,85"
09/08/2022,08,"386,81"
09/08/2022,09,"349,90"
09/08/2022,10,"374,14"
09/08/2022,11,"355,55"
09/08/2022,12,"359,27"
09/08/2022,13,"365,00"
09/08/2022,14,"294,81"
09/08/2022,15,"293,77"
09/08/2022,16,"290,07"
09/08/2022,17,"299,95"
09/08/2022,18,"371,77"
09/08/2022,19,"385,71"
09/08/2022,20,"411,83"
09/08/2022,21,"419,15"
09/08/2022,22,"380,25"
09/08/2022,23,"396,86"
10/08/2022,00,"366,93"
10/08/2022,01,"377,79"
10/08/2022,02,"378,79"
10/08/2022,03,"373,36"
10/08/2022,04,"396,09"
10/08/2022,05,"403,53"
10/08/2022,06,"390,65"
10/08/2022,07,"382,21"
10/08/2022,08,"391,07"
10/08/2022,09,"366,75"
10/08/2022,10,"392,42"
10/08/2022,11,"359,23"
10/08/2022,12,"342,45"
10/08/2022,13,"339,70"
10/08/2022,14,"291,50"
10/08/2022,15,"289,18"
10/08/2022,16,"294,58"
10/08/2022,17,"308,25"
10/08/2022,18,"376,49"
10/08/2022,19,"391,00"
10/08/2022,20,"415,51"
10/08/2022,21,"423,66"
10/08/2022,22,"379,30"
10/08/2022,23,"394,18"
11/08/2022,00,"385,66"
11/08/2022,01,"394,97"
11/08/2022,02,"396,70"
11/08/2022,03,"392,83"
11/08/2022,04,"399,41"
11/08/2022,05,"403,13"
11/08/2022,06,"393,78"
11/08/2022,07,"390,07"
11/08/2022,08,"394,93"
11/08/2022,09,"361,10"
11/08/2022,10,"381,82"
11/08/2022,11,"361,19"
11/08/2022,12,"357,84"
11/08/2022,13,"359,02"
11/08/2022,14,"289,04"
11/08/2022,15,"283,82"
11/08/2022,16,"285,79"
11/08/2022,17,"303,36"
11/08/2022,18,"368,80"
11/08/2022,19,"386,93"
11/08/2022,20,"410,18"
11/08/2022,21,"421,70"
11/08/2022,22,"380,02"
11/08/2022,23,"390,73"
12/08/2022,00,"408,06"
12/08/2022,01,"413,00"
12/08/2022,02,"423,02"
12/08/2022,03,"432,62"
12/08/2022,04,"440,23"
12/08/2022,05,"445,00"
12/08/2022,06,"428,19"
12/08/2022,07,"420,83"
12/08/2022,08,"425,27"
12/08/2022,09,"387,95"
12/08/2022,10,"410,30"
12/08/2022,11,"388,46"
12/08/2022,12,"385,31"
12/08/2022,13,"389,15"
12/08/2022,14,"325,05"
12/08/2022,15,"306,78"
12/08/2022,16,"306,43"
12/08/2022,17,"313,31"
12/08/2022,18,"382,09"
12/08/2022,19,"410,68"
12/08/2022,20,"435,08"
12/08/2022,21,"453,15"
12/08/2022,22,"410,09"
12/08/2022,23,"421,69"
13/08/2022,00,"430,10"
13/08/2022,01,"443,44"
13/08/2022,02,"463,64"
13/08/2022,03,"473,50"
13/08/2022,04,"484,78"
13/08/2022,05,"489,48"
13/08/2022,06,"488,57"
13/08/2022,07,"483,41"
13/08/2022,08,"447,21"
13/08/2022,09,"409,42"
13/08/2022,10,"377,22"
13/08/2022,11,"309,79"
13/08/2022,12,"306,04"
13/08/2022,13,"282,08"
13/08/2022,14,"260,40"
13/08/2022,15,"259,78"
13/08/2022,16,"261,08"
13/08/2022,17,"261,05"
13/08/2022,18,"264,41"
13/08/2022,19,"318,55"
13/08/2022,20,"341,33"
13/08/2022,21,"346,72"
13/08/2022,22,"353,53"
13/08/2022,23,"371,97"
14/08/2022,00,"409,56"
14/08/2022,01,"426,06"
14/08/2022,02,"442,61"
14/08/2022,03,"461,41"
14/08/2022,04,"474,79"
14/08/2022,05,"481,67"
14/08/2022,06,"480,81"
14/08/2022,07,"470,21"
14/08/2022,08,"419,85"
14/08/2022,09,"318,64"
14/08/2022,10,"272,28"
14/08/2022,11,"251,91"
14/08/2022,12,"242,15"
14/08/2022,13,"238,52"
14/08/2022,14,"234,08"
14/08/2022,15,"228,39"
14/08/2022,16,"205,98"
14/08/2022,17,"203,61"
14/08/2022,18,"215,81"
14/08/2022,19,"241,28"
14/08/2022,20,"342,79"
14/08/2022,21,"351,02"
14/08/2022,22,"353,89"
14/08/2022,23,"357,48"
15/08/2022,00,"373,76"
15/08/2022,01,"383,33"
15/08/2022,02,"380,51"
15/08/2022,03,"361,66"
15/08/2022,04,"354,25"
15/08/2022,05,"355,46"
15/08/2022,06,"399,48"
15/08/2022,07,"395,00"
15/08/2022,08,"368,29"
15/08/2022,09,"306,52"
15/08/2022,10,"248,87"
15/08/2022,11,"227,74"
15/08/2022,12,"228,98"
15/08/2022,13,"232,23"
15/08/2022,14,"234,07"
15/08/2022,15,"239,33"
15/08/2022,16,"233,39"
15/08/2022,17,"229,69"
15/08/2022,18,"234,31"
15/08/2022,19,"316,25"
15/08/2022,20,"338,24"
15/08/2022,21,"351,90"
15/08/2022,22,"355,06"
15/08/2022,23,"357,52"
16/08/2022,00,"381,71"
16/08/2022,01,"391,21"
16/08/2022,02,"389,63"
16/08/2022,03,"398,97"
16/08/2022,04,"373,03"
16/08/2022,05,"359,24"
16/08/2022,06,"372,06"
16/08/2022,07,"369,87"
16/08/2022,08,"376,68"
16/08/2022,09,"323,34"
16/08/2022,10,"311,57"
16/08/2022,11,"322,33"
16/08/2022,12,"302,97"
16/08/2022,13,"294,61"
16/08/2022,14,"233,36"
16/08/2022,15,"225,32"
16/08/2022,16,"225,42"
16/08/2022,17,"226,75"
16/08/2022,18,"278,55"
16/08/2022,19,"301,60"
16/08/2022,20,"380,51"
16/08/2022,21,"400,31"
16/08/2022,22,"362,23"
16/08/2022,23,"369,06"
17/08/2022,00,"347,19"
17/08/2022,01,"357,34"
17/08/2022,02,"357,40"
17/08/2022,03,"361,32"
17/08/2022,04,"363,33"
17/08/2022,05,"370,38"
17/08/2022,06,"375,05"
17/08/2022,07,"362,73"
17/08/2022,08,"380,79"
17/08/2022,09,"330,04"
17/08/2022,10,"322,53"
17/08/2022,11,"298,87"
17/08/2022,12,"300,63"
17/08/2022,13,"316,34"
17/08/2022,14,"266,52"
17/08/2022,15,"249,13"
17/08/2022,16,"245,62"
17/08/2022,17,"243,46"
17/08/2022,18,"288,89"
17/08/2022,19,"313,82"
17/08/2022,20,"373,71"
17/08/2022,21,"394,35"
17/08/2022,22,"341,51"
17/08/2022,23,"325,30"
18/08/2022,00,"316,77"
18/08/2022,01,"317,63"
18/08/2022,02,"320,45"
18/08/2022,03,"298,23"
18/08/2022,04,"300,30"
18/08/2022,05,"311,10"
18/08/2022,06,"328,14"
18/08/2022,07,"332,41"
18/08/2022,08,"348,58"
18/08/2022,09,"293,45"
18/08/2022,10,"284,98"
18/08/2022,11,"278,52"
18/08/2022,12,"280,88"
18/08/2022,13,"280,29"
18/08/2022,14,"232,43"
18/08/2022,15,"228,66"
18/08/2022,16,"227,42"
18/08/2022,17,"228,29"
18/08/2022,18,"284,87"
18/08/2022,19,"331,93"
18/08/2022,20,"385,63"
18/08/2022,21,"406,79"
18/08/2022,22,"353,40"
18/08/2022,23,"347,97"
19/08/2022,00,"307,31"
19/08/2022,01,"284,46"
19/08/2022,02,"283,39"
19/08/2022,03,"263,46"
19/08/2022,04,"265,94"
19/08/2022,05,"268,76"
19/08/2022,06,"327,86"
19/08/2022,07,"332,06"
19/08/2022,08,"344,01"
19/08/2022,09,"277,87"
19/08/2022,10,"276,59"
19/08/2022,11,"273,60"
19/08/2022,12,"292,78"
19/08/2022,13,"311,07"
19/08/2022,14,"262,55"
19/08/2022,15,"277,04"
19/08/2022,16,"285,34"
19/08/2022,17,"289,31"
19/08/2022,18,"356,18"
19/08/2022,19,"375,13"
19/08/2022,20,"422,13"
19/08/2022,21,"471,30"
19/08/2022,22,"385,05"
19/08/2022,23,"364,55"
20/08/2022,00,"392,18"
20/08/2022,01,"398,68"
20/08/2022,02,"423,76"
20/08/2022,03,"436,90"
20/08/2022,04,"447,82"
20/08/2022,05,"456,07"
20/08/2022,06,"451,55"
20/08/2022,07,"449,82"
20/08/2022,08,"421,28"
20/08/2022,09,"367,76"
20/08/2022,10,"321,96"
20/08/2022,11,"300,29"
20/08/2022,12,"300,80"
20/08/2022,13,"308,85"
20/08/2022,14,"297,33"
20/08/2022,15,"278,25"
20/08/2022,16,"261,31"
20/08/2022,17,"267,54"
20/08/2022,18,"305,74"
20/08/2022,19,"347,49"
20/08/2022,20,"373,45"
20/08/2022,21,"427,86"
20/08/2022,22,"425,41"
20/08/2022,23,"396,85"
21/08/2022,00,"450,70"
21/08/2022,01,"461,11"
21/08/2022,02,"471,99"
21/08/2022,03,"483,93"
21/08/2022,04,"496,41"
21/08/2022,05,"503,29"
21/08/2022,06,"497,51"
21/08/2022,07,"505,34"
21/08/2022,08,"479,31"
21/08/2022,09,"381,30"
21/08/2022,10,"295,10"
21/08/2022,11,"240,39"
21/08/2022,12,"231,91"
21/08/2022,13,"228,72"
21/08/2022,14,"213,78"
21/08/2022,15,"194,45"
21/08/2022,16,"181,03"
21/08/2022,17,"125,37"
21/08/2022,18,"176,02"
21/08/2022,19,"213,77"
21/08/2022,20,"305,53"
21/08/2022,21,"347,22"
21/08/2022,22,"346,12"
21/08/2022,23,"354,17"
22/08/2022,00,"401,81"
22/08/2022,01,"397,30"
22/08/2022,02,"387,74"
22/08/2022,03,"373,30"
22/08/2022,04,"371,72"
22/08/2022,05,"380,88"
22/08/2022,06,"406,07"
22/08/2022,07,"415,39"
22/08/2022,08,"419,59"
22/08/2022,09,"370,58"
22/08/2022,10,"356,94"
22/08/2022,11,"329,81"
22/08/2022,12,"332,30"
22/08/2022,13,"362,93"
22/08/2022,14,"313,07"
22/08/2022,15,"292,52"
22/08/2022,16,"291,78"
22/08/2022,17,"291,93"
22/08/2022,18,"381,15"
22/08/2022,19,"430,34"
22/08/2022,20,"465,31"
22/08/2022,21,"496,39"
22/08/2022,22,"432,15"
22/08/2022,23,"418,76"
23/08/2022,00,"471,28"
23/08/2022,01,"466,71"
23/08/2022,02,"450,71"
23/08/2022,03,"466,30"
23/08/2022,04,"476,47"
23/08/2022,05,"486,07"
23/08/2022,06,"504,33"
23/08/2022,07,"490,67"
23/08/2022,08,"498,84"
23/08/2022,09,"423,96"
23/08/2022,10,"456,64"
23/08/2022,11,"452,59"
23/08/2022,12,"460,45"
23/08/2022,13,"478,86"
23/08/2022,14,"434,66"
23/08/2022,15,"430,93"
23/08/2022,16,"423,30"
23/08/2022,17,"431,02"
23/08/2022,18,"509,05"
23/08/2022,19,"552,52"
23/08/2022,20,"597,33"
23/08/2022,21,"610,31"
23/08/2022,22,"566,21"
23/08/2022,23,"575,43"
24/08/2022,00,"617,50"
24/08/2022,01,"640,05"
24/08/2022,02,"670,26"
24/08/2022,03,"683,64"
24/08/2022,04,"692,88"
24/08/2022,05,"681,87"
24/08/2022,06,"624,35"
24/08/2022,07,"624,82"
24/08/2022,08,"623,24"
24/08/2022,09,"558,55"
24/08/2022,10,"511,30"
24/08/2022,11,"493,36"
24/08/2022,12,"484,42"
24/08/2022,13,"487,58"
24/08/2022,14,"426,72"
24/08/2022,15,"418,28"
24/08/2022,16,"422,18"
24/08/2022,17,"430,63"
24/08/2022,18,"495,26"
24/08/2022,19,"579,65"
24/08/2022,20,"614,08"
24/08/2022,21,"625,97"
24/08/2022,22,"582,99"
24/08/2022,23,"617,25"
25/08/2022,00,"599,66"
25/08/2022,01,"567,87"
25/08/2022,02,"594,34"
25/08/2022,03,"599,86"
25/08/2022,04,"603,08"
25/08/2022,05,"594,22"
25/08/2022,06,"570,11"
25/08/2022,07,"573,01"
25/08/2022,08,"560,84"
25/08/2022,09,"507,10"
25/08/2022,10,"468,03"
25/08/2022,11,"448,59"
25/08/2022,12,"437,53"
25/08/2022,13,"441,10"
25/08/2022,14,"381,26"
25/08/2022,15,"379,80"
25/08/2022,16,"372,96"
25/08/2022,17,"374,99"
25/08/2022,18,"434,71"
25/08/2022,19,"456,42"
25/08/2022,20,"532,99"
25/08/2022,21,"534,14"
25/08/2022,22,"491,91"
25/08/2022,23,"480,15"
26/08/2022,00,"472,04"
26/08/2022,01,"419,63"
26/08/2022,02,"413,05"
26/08/2022,03,"413,83"
26/08/2022,04,"413,78"
26/08/2022,05,"417,11"
26/08/2022,06,"407,81"
26/08/2022,07,"446,35"
26/08/2022,08,"424,28"
26/08/2022,09,"358,93"
26/08/2022,10,"374,09"
26/08/2022,11,"373,06"
26/08/2022,12,"390,25"
26/08/2022,13,"457,33"
26/08/2022,14,"410,32"
26/08/2022,15,"416,65"
26/08/2022,16,"426,19"
26/08/2022,17,"426,73"
26/08/2022,18,"482,89"
26/08/2022,19,"502,51"
26/08/2022,20,"526,74"
26/08/2022,21,"548,29"
26/08/2022,22,"500,82"
26/08/2022,23,"504,72"
27/08/2022,00,"492,82"
27/08/2022,01,"497,35"
27/08/2022,02,"494,44"
27/08/2022,03,"508,86"
27/08/2022,04,"531,02"
27/08/2022,05,"553,12"
27/08/2022,06,"568,16"
27/08/2022,07,"557,06"
27/08/2022,08,"507,94"
27/08/2022,09,"445,72"
27/08/2022,10,"405,18"
27/08/2022,11,"389,13"
27/08/2022,12,"381,83"
27/08/2022,13,"381,23"
27/08/2022,14,"385,12"
27/08/2022,15,"391,42"
27/08/2022,16,"400,21"
27/08/2022,17,"407,64"
27/08/2022,18,"414,83"
27/08/2022,19,"491,04"
27/08/2022,20,"544,13"
27/08/2022,21,"555,80"
27/08/2022,22,"563,93"
27/08/2022,23,"581,64"
28/08/2022,00,"583,67"
28/08/2022,01,"620,71"
28/08/2022,02,"630,15"
28/08/2022,03,"643,31"
28/08/2022,04,"648,32"
28/08/2022,05,"658,28"
28/08/2022,06,"665,19"
28/08/2022,07,"603,53"
28/08/2022,08,"558,46"
28/08/2022,09,"479,59"
28/08/2022,10,"349,80"
28/08/2022,11,"292,37"
28/08/2022,12,"298,97"
28/08/2022,13,"300,95"
28/08/2022,14,"295,33"
28/08/2022,15,"304,97"
28/08/2022,16,"309,96"
28/08/2022,17,"347,72"
28/08/2022,18,"381,39"
28/08/2022,19,"422,89"
28/08/2022,20,"532,40"
28/08/2022,21,"517,71"
28/08/2022,22,"522,59"
28/08/2022,23,"548,79"
29/08/2022,00,"596,89"
29/08/2022,01,"602,59"
29/08/2022,02,"582,71"
29/08/2022,03,"567,13"
29/08/2022,04,"597,43"
29/08/2022,05,"608,11"
29/08/2022,06,"612,67"
29/08/2022,07,"601,67"
29/08/2022,08,"605,98"
29/08/2022,09,"556,32"
29/08/2022,10,"549,51"
29/08/2022,11,"499,77"
29/08/2022,12,"471,01"
29/08/2022,13,"444,78"
29/08/2022,14,"388,26"
29/08/2022,15,"382,99"
29/08/2022,16,"389,99"
29/08/2022,17,"402,11"
29/08/2022,18,"509,34"
29/08/2022,19,"589,37"
29/08/2022,20,"625,61"
29/08/2022,21,"644,20"
29/08/2022,22,"605,97"
29/08/2022,23,"624,50"
30/08/2022,00,"643,84"
30/08/2022,01,"669,87"
30/08/2022,02,"687,88"
30/08/2022,03,"699,73"
30/08/2022,04,"712,60"
30/08/2022,05,"697,44"
30/08/2022,06,"665,76"
30/08/2022,07,"637,57"
30/08/2022,08,"637,65"
30/08/2022,09,"577,86"
30/08/2022,10,"572,02"
30/08/2022,11,"540,83"
30/08/2022,12,"518,42"
30/08/2022,13,"509,50"
30/08/2022,14,"450,64"
30/08/2022,15,"433,22"
30/08/2022,16,"437,18"
30/08/2022,17,"455,93"
30/08/2022,18,"528,10"
30/08/2022,19,"590,86"
30/08/2022,20,"627,87"
30/08/2022,21,"623,52"
30/08/2022,22,"593,27"
30/08/2022,23,"623,33"
31/08/2022,00,"660,89"
31/08/2022,01,"679,88"
31/08/2022,02,"680,76"
31/08/2022,03,"688,42"
31/08/2022,04,"697,54"
31/08/2022,05,"706,28"
31/08/2022,06,"679,98"
31/08/2022,07,"681,14"
31/08/2022,08,"670,34"
31/08/2022,09,"618,38"
31/08/2022,10,"598,84"
31/08/2022,11,"550,30"
31/08/2022,12,"533,96"
31/08/2022,13,"531,77"
31/08/2022,14,"482,75"
31/08/2022,15,"486,76"
31/08/2022,16,"488,55"
31/08/2022,17,"492,97"
31/08/2022,18,"550,01"
31/08/2022,19,"597,44"
31/08/2022,20,"658,67"
31/08/2022,21,"655,64"
31/08/2022,22,"612,76"
31/08/2022,23,"618,73"
01/09/2022,00,"589,70"
01/09/2022,01,"603,66"
01/09/2022,02,"615,71"
01/09/2022,03,"628,07"
01/09/2022,04,"647,94"
01/09/2022,05,"660,17"
01/09/2022,06,"646,15"
01/09/2022,07,"637,39"
01/09/2022,08,"640,19"
01/09/2022,09,"598,13"
01/09/2022,10,"589,48"
01/09/2022,11,"549,84"
01/09/2022,12,"534,35"
01/09/2022,13,"527,36"
01/09/2022,14,"464,70"
01/09/2022,15,"437,94"
01/09/2022,16,"444,40"
01/09/2022,17,"455,92"
01/09/2022,18,"539,15"
01/09/2022,19,"603,16"
01/09/2022,20,"627,87"
01/09/2022,21,"648,45"
01/09/2022,22,"598,00"
01/09/2022,23,"596,46"
02/09/2022,00,"494,16"
02/09/2022,01,"502,10"
02/09/2022,02,"523,50"
02/09/2022,03,"537,58"
02/09/2022,04,"540,05"
02/09/2022,05,"535,43"
02/09/2022,06,"518,91"
02/09/2022,07,"548,28"
02/09/2022,08,"558,56"
02/09/2022,09,"516,38"
02/09/2022,10,"493,37"
02/09/2022,11,"465,71"
02/09/2022,12,"463,21"
02/09/2022,13,"453,94"
02/09/2022,14,"397,39"
02/09/2022,15,"389,19"
02/09/2022,16,"381,37"
02/09/2022,17,"380,44"
02/09/2022,18,"447,88"
02/09/2022,19,"477,93"
02/09/2022,20,"546,64"
02/09/2022,21,"551,16"
02/09/2022,22,"474,55"
02/09/2022,23,"470,97"
03/09/2022,00,"400,31"
03/09/2022,01,"422,07"
03/09/2022,02,"430,35"
03/09/2022,03,"449,36"
03/09/2022,04,"485,83"
03/09/2022,05,"499,46"
03/09/2022,06,"509,36"
03/09/2022,07,"502,30"
03/09/2022,08,"479,52"
03/09/2022,09,"400,84"
03/09/2022,10,"324,81"
03/09/2022,11,"301,37"
03/09/2022,12,"289,29"
03/09/2022,13,"279,71"
03/09/2022,14,"256,90"
03/09/2022,15,"220,59"
03/09/2022,16,"185,41"
03/09/2022,17,"192,04"
03/09/2022,18,"252,82"
03/09/2022,19,"305,09"
03/09/2022,20,"388,91"
03/09/2022,21,"428,51"
03/09/2022,22,"440,83"
03/09/2022,23,"415,95"
04/09/2022,00,"334,19"
04/09/2022,01,"331,43"
04/09/2022,02,"331,93"
04/09/2022,03,"349,65"
04/09/2022,04,"352,13"
04/09/2022,05,"349,60"
04/09/2022,06,"369,44"
04/09/2022,07,"372,12"
04/09/2022,08,"361,55"
04/09/2022,09,"291,25"
04/09/2022,10,"178,53"
04/09/2022,11,"148,03"
04/09/2022,12,"134,11"
04/09/2022,13,"134,34"
04/09/2022,14,"115,47"
04/09/2022,15,"79,60"
04/09/2022,16,"64,71"
04/09/2022,17,"54,58"
04/09/2022,18,"131,63"
04/09/2022,19,"198,26"
04/09/2022,20,"294,12"
04/09/2022,21,"349,78"
04/09/2022,22,"359,15"
04/09/2022,23,"352,13"
05/09/2022,00,"357,74"
05/09/2022,01,"360,35"
05/09/2022,02,"359,87"
05/09/2022,03,"355,19"
05/09/2022,04,"359,27"
05/09/2022,05,"347,63"
05/09/2022,06,"345,19"
05/09/2022,07,"345,89"
05/09/2022,08,"362,84"
05/09/2022,09,"338,40"
05/09/2022,10,"359,74"
05/09/2022,11,"321,62"
05/09/2022,12,"295,77"
05/09/2022,13,"285,41"
05/09/2022,14,"230,27"
05/09/2022,15,"212,48"
05/09/2022,16,"211,05"
05/09/2022,17,"223,88"
05/09/2022,18,"289,36"
05/09/2022,19,"368,17"
05/09/2022,20,"400,61"
05/09/2022,21,"463,52"
05/09/2022,22,"395,78"
05/09/2022,23,"368,66"
06/09/2022,00,"405,76"
06/09/2022,01,"365,00"
06/09/2022,02,"376,15"
06/09/2022,03,"381,55"
06/09/2022,04,"388,34"
06/09/2022,05,"381,22"
06/09/2022,06,"366,32"
06/09/2022,07,"434,01"
06/09/2022,08,"451,20"
06/09/2022,09,"399,01"
06/09/2022,10,"368,96"
06/09/2022,11,"353,13"
06/09/2022,12,"348,86"
06/09/2022,13,"343,27"
06/09/2022,14,"293,30"
06/09/2022,15,"295,00"
06/09/2022,16,"297,05"
06/09/2022,17,"302,97"
06/09/2022,18,"363,25"
06/09/2022,19,"462,00"
06/09/2022,20,"508,18"
06/09/2022,21,"522,99"
06/09/2022,22,"467,02"
06/09/2022,23,"477,20"
07/09/2022,00,"307,49"
07/09/2022,01,"308,05"
07/09/2022,02,"311,29"
07/09/2022,03,"314,49"
07/09/2022,04,"316,04"
07/09/2022,05,"313,98"
07/09/2022,06,"307,38"
07/09/2022,07,"365,60"
07/09/2022,08,"388,16"
07/09/2022,09,"301,11"
07/09/2022,10,"304,05"
07/09/2022,11,"291,07"
07/09/2022,12,"280,49"
07/09/2022,13,"265,20"
07/09/2022,14,"175,22"
07/09/2022,15,"170,67"
07/09/2022,16,"167,58"
07/09/2022,17,"176,59"
07/09/2022,18,"261,22"
07/09/2022,19,"300,13"
07/09/2022,20,"377,57"
07/09/2022,21,"414,34"
07/09/2022,22,"356,08"
07/09/2022,23,"322,96"
08/09/2022,00,"298,93"
08/09/2022,01,"315,07"
08/09/2022,02,"319,88"
08/09/2022,03,"307,67"
08/09/2022,04,"310,00"
08/09/2022,05,"306,02"
08/09/2022,06,"298,93"
08/09/2022,07,"314,06"
08/09/2022,08,"348,30"
08/09/2022,09,"318,91"
08/09/2022,10,"350,82"
08/09/2022,11,"339,36"
08/09/2022,12,"336,41"
08/09/2022,13,"334,93"
08/09/2022,14,"275,30"
08/09/2022,15,"265,82"
08/09/2022,16,"260,97"
08/09/2022,17,"267,41"
08/09/2022,18,"336,47"
08/09/2022,19,"357,40"
08/09/2022,20,"411,71"
08/09/2022,21,"470,89"
08/09/2022,22,"374,00"
08/09/2022,23,"354,64"
09/09/2022,00,"354,06"
09/09/2022,01,"350,39"
09/09/2022,02,"350,78"
09/09/2022,03,"350,03"
09/09/2022,04,"349,18"
09/09/2022,05,"347,78"
09/09/2022,06,"318,25"
09/09/2022,07,"348,77"
09/09/2022,08,"381,79"
09/09/2022,09,"325,49"
09/09/2022,10,"314,93"
09/09/2022,11,"295,43"
09/09/2022,12,"289,80"
09/09/2022,13,"287,72"
09/09/2022,14,"247,73"
09/09/2022,15,"247,18"
09/09/2022,16,"243,88"
09/09/2022,17,"248,84"
09/09/2022,18,"295,08"
09/09/2022,19,"359,78"
09/09/2022,20,"450,40"
09/09/2022,21,"466,73"
09/09/2022,22,"394,32"
09/09/2022,23,"341,46"
10/09/2022,00,"405,43"
10/09/2022,01,"396,73"
10/09/2022,02,"389,24"
10/09/2022,03,"397,93"
10/09/2022,04,"401,17"
10/09/2022,05,"403,24"
10/09/2022,06,"397,28"
10/09/2022,07,"389,05"
10/09/2022,08,"373,21"
10/09/2022,09,"334,49"
10/09/2022,10,"272,86"
10/09/2022,11,"272,42"
10/09/2022,12,"271,68"
10/09/2022,13,"270,33"
10/09/2022,14,"255,98"
10/09/2022,15,"241,14"
10/09/2022,16,"239,51"
10/09/2022,17,"258,06"
10/09/2022,18,"296,53"
10/09/2022,19,"338,28"
10/09/2022,20,"432,38"
10/09/2022,21,"492,96"
10/09/2022,22,"445,62"
10/09/2022,23,"397,11"
11/09/2022,00,"444,08"
11/09/2022,01,"445,71"
11/09/2022,02,"453,69"
11/09/2022,03,"458,87"
11/09/2022,04,"462,06"
11/09/2022,05,"461,64"
11/09/2022,06,"456,13"
11/09/2022,07,"447,16"
11/09/2022,08,"397,12"
11/09/2022,09,"355,05"
11/09/2022,10,"270,71"
11/09/2022,11,"233,84"
11/09/2022,12,"220,87"
11/09/2022,13,"212,16"
11/09/2022,14,"196,38"
11/09/2022,15,"196,80"
11/09/2022,16,"196,69"
11/09/2022,17,"199,72"
11/09/2022,18,"233,92"
11/09/2022,19,"328,84"
11/09/2022,20,"359,76"
11/09/2022,21,"422,37"
11/09/2022,22,"392,89"
11/09/2022,23,"378,99"
12/09/2022,00,"405,70"
12/09/2022,01,"382,97"
12/09/2022,02,"382,35"
12/09/2022,03,"372,10"
12/09/2022,04,"375,13"
12/09/2022,05,"370,03"
12/09/2022,06,"373,30"
12/09/2022,07,"389,85"
12/09/2022,08,"417,60"
12/09/2022,09,"419,01"
12/09/2022,10,"432,78"
12/09/2022,11,"391,41"
12/09/2022,12,"368,78"
12/09/2022,13,"361,25"
12/09/2022,14,"282,70"
12/09/2022,15,"285,24"
12/09/2022,16,"314,60"
12/09/2022,17,"338,44"
12/09/2022,18,"415,59"
12/09/2022,19,"440,62"
12/09/2022,20,"461,09"
12/09/2022,21,"479,91"
12/09/2022,22,"380,78"
12/09/2022,23,"363,85"
13/09/2022,00,"283,99"
13/09/2022,01,"279,04"
13/09/2022,02,"276,01"
13/09/2022,03,"261,25"
13/09/2022,04,"253,87"
13/09/2022,05,"247,97"
13/09/2022,06,"244,43"
13/09/2022,07,"256,95"
13/09/2022,08,"286,69"
13/09/2022,09,"289,65"
13/09/2022,10,"324,00"
13/09/2022,11,"309,85"
13/09/2022,12,"305,85"
13/09/2022,13,"303,60"
13/09/2022,14,"252,88"
13/09/2022,15,"257,75"
13/09/2022,16,"265,08"
13/09/2022,17,"273,74"
13/09/2022,18,"342,69"
13/09/2022,19,"401,48"
13/09/2022,20,"441,66"
13/09/2022,21,"447,95"
13/09/2022,22,"398,27"
13/09/2022,23,"354,78"
14/09/2022,00,"283,37"
14/09/2022,01,"286,85"
14/09/2022,02,"283,57"
14/09/2022,03,"288,66"
14/09/2022,04,"293,46"
14/09/2022,05,"303,53"
14/09/2022,06,"302,98"
14/09/2022,07,"318,19"
14/09/2022,08,"366,90"
14/09/2022,09,"348,18"
14/09/2022,10,"367,81"
14/09/2022,11,"329,86"
14/09/2022,12,"333,19"
14/09/2022,13,"320,99"
14/09/2022,14,"270,27"
14/09/2022,15,"271,82"
14/09/2022,16,"279,51"
14/09/2022,17,"285,77"
14/09/2022,18,"368,13"
14/09/2022,19,"437,56"
14/09/2022,20,"482,72"
14/09/2022,21,"515,03"
14/09/2022,22,"449,18"
14/09/2022,23,"426,12"
15/09/2022,00,"419,51"
15/09/2022,01,"434,85"
15/09/2022,02,"434,76"
15/09/2022,03,"429,15"
