Day,Hour,PCB
30/10/2021,09,"184,85"
30/10/2021,10,"188,57"
30/10/2021,11,"180,09"
30/10/2021,12,"176,28"
30/10/2021,13,"160,96"
30/10/2021,14,"149,34"
30/10/2021,15,"134,81"
30/10/2021,16,"164,28"
30/10/2021,17,"189,68"
30/10/2021,18,"206,40"
30/10/2021,19,"227,50"
30/10/2021,20,"233,31"
30/10/2021,21,"218,70"
30/10/2021,22,"189,10"
30/10/2021,23,"168,70"
31/10/2021,00,"171,48"
31/10/2021,01,"123,90"
31/10/2021,02,"109,55"
31/10/2021,03,"104,85"
31/10/2021,04,"92,03"
31/10/2021,05,"92,99"
31/10/2021,06,"86,87"
31/10/2021,07,"86,20"
31/10/2021,08,"88,03"
31/10/2021,09,"81,82"
31/10/2021,10,"102,63"
31/10/2021,11,"91,09"
31/10/2021,12,"91,10"
31/10/2021,13,"86,49"
31/10/2021,14,"79,78"
31/10/2021,15,"80,80"
31/10/2021,16,"81,34"
31/10/2021,17,"92,09"
31/10/2021,18,"111,30"
31/10/2021,19,"122,85"
31/10/2021,20,"131,87"
31/10/2021,21,"185,38"
31/10/2021,22,"165,54"
31/10/2021,23,"152,39"
31/10/2021,24,"146,12"
01/11/2021,00,"116,38"
01/11/2021,01,"90,29"
01/11/2021,02,"78,75"
01/11/2021,03,"55,28"
01/11/2021,04,"48,11"
01/11/2021,05,"78,37"
01/11/2021,06,"96,40"
01/11/2021,07,"115,06"
01/11/2021,08,"126,32"
01/11/2021,09,"120,93"
01/11/2021,10,"112,40"
01/11/2021,11,"106,24"
01/11/2021,12,"106,85"
01/11/2021,13,"97,26"
01/11/2021,14,"85,58"
01/11/2021,15,"99,64"
01/11/2021,16,"118,75"
01/11/2021,17,"172,94"
01/11/2021,18,"226,97"
01/11/2021,19,"220,70"
01/11/2021,20,"201,86"
01/11/2021,21,"189,16"
01/11/2021,22,"186,51"
01/11/2021,23,"173,15"
02/11/2021,00,"150,42"
02/11/2021,01,"137,97"
02/11/2021,02,"134,49"
02/11/2021,03,"133,73"
02/11/2021,04,"134,76"
02/11/2021,05,"136,67"
02/11/2021,06,"176,54"
02/11/2021,07,"214,64"
02/11/2021,08,"234,03"
02/11/2021,09,"226,27"
02/11/2021,10,"226,62"
02/11/2021,11,"195,03"
02/11/2021,12,"182,95"
02/11/2021,13,"171,33"
02/11/2021,14,"158,22"
02/11/2021,15,"182,35"
02/11/2021,16,"217,40"
02/11/2021,17,"228,63"
02/11/2021,18,"250,97"
02/11/2021,19,"273,58"
02/11/2021,20,"301,87"
02/11/2021,21,"277,02"
02/11/2021,22,"242,34"
02/11/2021,23,"228,11"
03/11/2021,00,"187,22"
03/11/2021,01,"184,41"
03/11/2021,02,"181,92"
03/11/2021,03,"171,13"
03/11/2021,04,"169,97"
03/11/2021,05,"179,55"
03/11/2021,06,"203,50"
03/11/2021,07,"232,31"
03/11/2021,08,"250,13"
03/11/2021,09,"236,40"
03/11/2021,10,"233,27"
03/11/2021,11,"209,08"
03/11/2021,12,"199,46"
03/11/2021,13,"182,59"
03/11/2021,14,"169,58"
03/11/2021,15,"172,21"
03/11/2021,16,"173,95"
03/11/2021,17,"216,18"
03/11/2021,18,"252,04"
03/11/2021,19,"263,55"
03/11/2021,20,"278,60"
03/11/2021,21,"257,22"
03/11/2021,22,"225,28"
03/11/2021,23,"202,64"
04/11/2021,00,"207,80"
04/11/2021,01,"196,01"
04/11/2021,02,"188,57"
04/11/2021,03,"186,03"
04/11/2021,04,"188,42"
04/11/2021,05,"203,74"
04/11/2021,06,"225,94"
04/11/2021,07,"232,75"
04/11/2021,08,"254,19"
04/11/2021,09,"246,89"
04/11/2021,10,"248,21"
04/11/2021,11,"240,07"
04/11/2021,12,"234,40"
04/11/2021,13,"227,04"
04/11/2021,14,"208,57"
04/11/2021,15,"209,36"
04/11/2021,16,"233,41"
04/11/2021,17,"251,79"
04/11/2021,18,"274,56"
04/11/2021,19,"266,64"
04/11/2021,20,"256,11"
04/11/2021,21,"252,27"
04/11/2021,22,"236,65"
04/11/2021,23,"231,99"
05/11/2021,00,"206,64"
05/11/2021,01,"205,51"
05/11/2021,02,"200,97"
05/11/2021,03,"190,37"
05/11/2021,04,"184,86"
05/11/2021,05,"204,07"
05/11/2021,06,"226,19"
05/11/2021,07,"232,99"
05/11/2021,08,"251,68"
05/11/2021,09,"244,61"
05/11/2021,10,"239,99"
05/11/2021,11,"230,56"
05/11/2021,12,"221,70"
05/11/2021,13,"213,17"
05/11/2021,14,"194,81"
05/11/2021,15,"192,53"
05/11/2021,16,"232,97"
05/11/2021,17,"249,54"
05/11/2021,18,"270,21"
05/11/2021,19,"277,07"
05/11/2021,20,"279,51"
05/11/2021,21,"273,99"
05/11/2021,22,"253,87"
05/11/2021,23,"244,28"
06/11/2021,00,"231,70"
06/11/2021,01,"222,94"
06/11/2021,02,"220,92"
06/11/2021,03,"210,31"
06/11/2021,04,"192,77"
06/11/2021,05,"184,91"
06/11/2021,06,"194,63"
06/11/2021,07,"208,66"
06/11/2021,08,"212,66"
06/11/2021,09,"193,62"
06/11/2021,10,"174,32"
06/11/2021,11,"168,37"
06/11/2021,12,"167,28"
06/11/2021,13,"171,30"
06/11/2021,14,"170,20"
06/11/2021,15,"168,83"
06/11/2021,16,"179,17"
06/11/2021,17,"219,31"
06/11/2021,18,"232,10"
06/11/2021,19,"234,62"
06/11/2021,20,"217,54"
06/11/2021,21,"214,84"
06/11/2021,22,"208,92"
06/11/2021,23,"202,13"
07/11/2021,00,"182,91"
07/11/2021,01,"168,81"
07/11/2021,02,"153,07"
07/11/2021,03,"122,02"
07/11/2021,04,"100,31"
07/11/2021,05,"120,08"
07/11/2021,06,"131,62"
07/11/2021,07,"131,81"
07/11/2021,08,"165,42"
07/11/2021,09,"169,69"
07/11/2021,10,"165,36"
07/11/2021,11,"167,77"
07/11/2021,12,"169,18"
07/11/2021,13,"161,33"
07/11/2021,14,"156,73"
07/11/2021,15,"159,94"
07/11/2021,16,"172,78"
07/11/2021,17,"226,52"
07/11/2021,18,"233,69"
07/11/2021,19,"242,60"
07/11/2021,20,"230,30"
07/11/2021,21,"229,99"
07/11/2021,22,"226,88"
07/11/2021,23,"226,47"
08/11/2021,00,"221,36"
08/11/2021,01,"216,58"
08/11/2021,02,"199,76"
08/11/2021,03,"188,14"
08/11/2021,04,"187,74"
08/11/2021,05,"202,10"
08/11/2021,06,"219,45"
08/11/2021,07,"228,10"
08/11/2021,08,"244,74"
08/11/2021,09,"232,39"
08/11/2021,10,"233,89"
08/11/2021,11,"204,11"
08/11/2021,12,"204,83"
08/11/2021,13,"204,79"
08/11/2021,14,"193,09"
08/11/2021,15,"194,69"
08/11/2021,16,"223,79"
08/11/2021,17,"240,05"
08/11/2021,18,"269,33"
08/11/2021,19,"276,48"
08/11/2021,20,"279,06"
08/11/2021,21,"275,89"
08/11/2021,22,"251,51"
08/11/2021,23,"242,20"
09/11/2021,00,"195,79"
09/11/2021,01,"198,67"
09/11/2021,02,"194,83"
09/11/2021,03,"189,02"
09/11/2021,04,"189,15"
09/11/2021,05,"201,48"
09/11/2021,06,"219,26"
09/11/2021,07,"231,66"
09/11/2021,08,"249,80"
09/11/2021,09,"242,97"
09/11/2021,10,"239,17"
09/11/2021,11,"219,86"
09/11/2021,12,"235,45"
09/11/2021,13,"237,54"
09/11/2021,14,"231,73"
09/11/2021,15,"244,08"
09/11/2021,16,"246,88"
09/11/2021,17,"259,82"
09/11/2021,18,"290,52"
09/11/2021,19,"299,03"
09/11/2021,20,"297,86"
09/11/2021,21,"273,87"
09/11/2021,22,"255,38"
09/11/2021,23,"253,47"
10/11/2021,00,"232,47"
10/11/2021,01,"227,05"
10/11/2021,02,"226,61"
10/11/2021,03,"217,84"
10/11/2021,04,"219,34"
10/11/2021,05,"229,21"
10/11/2021,06,"251,60"
10/11/2021,07,"260,44"
10/11/2021,08,"283,73"
10/11/2021,09,"269,78"
10/11/2021,10,"266,85"
10/11/2021,11,"263,79"
10/11/2021,12,"264,94"
10/11/2021,13,"265,09"
10/11/2021,14,"252,27"
10/11/2021,15,"253,50"
10/11/2021,16,"258,86"
10/11/2021,17,"276,05"
10/11/2021,18,"303,36"
10/11/2021,19,"310,55"
10/11/2021,20,"311,29"
10/11/2021,21,"302,98"
10/11/2021,22,"270,17"
10/11/2021,23,"253,04"
11/11/2021,00,"209,10"
11/11/2021,01,"203,76"
11/11/2021,02,"203,16"
11/11/2021,03,"194,55"
11/11/2021,04,"197,54"
11/11/2021,05,"202,81"
11/11/2021,06,"211,37"
11/11/2021,07,"239,55"
11/11/2021,08,"263,45"
11/11/2021,09,"251,27"
11/11/2021,10,"247,69"
11/11/2021,11,"243,33"
11/11/2021,12,"242,86"
11/11/2021,13,"243,89"
11/11/2021,14,"229,30"
11/11/2021,15,"231,68"
11/11/2021,16,"250,76"
11/11/2021,17,"268,07"
11/11/2021,18,"315,93"
11/11/2021,19,"312,45"
11/11/2021,20,"296,67"
11/11/2021,21,"277,82"
11/11/2021,22,"242,22"
11/11/2021,23,"225,42"
12/11/2021,00,"229,11"
12/11/2021,01,"225,02"
12/11/2021,02,"219,08"
12/11/2021,03,"208,58"
12/11/2021,04,"204,38"
12/11/2021,05,"210,29"
12/11/2021,06,"230,44"
12/11/2021,07,"250,45"
12/11/2021,08,"276,33"
12/11/2021,09,"265,04"
12/11/2021,10,"269,37"
12/11/2021,11,"257,98"
12/11/2021,12,"256,79"
12/11/2021,13,"255,14"
12/11/2021,14,"243,49"
12/11/2021,15,"240,51"
12/11/2021,16,"246,67"
12/11/2021,17,"252,70"
12/11/2021,18,"283,01"
12/11/2021,19,"282,36"
12/11/2021,20,"259,45"
12/11/2021,21,"253,11"
12/11/2021,22,"229,63"
12/11/2021,23,"226,05"
13/11/2021,00,"238,34"
13/11/2021,01,"233,82"
13/11/2021,02,"222,25"
13/11/2021,03,"197,16"
13/11/2021,04,"197,65"
13/11/2021,05,"197,50"
13/11/2021,06,"195,14"
13/11/2021,07,"219,04"
13/11/2021,08,"217,37"
13/11/2021,09,"212,57"
13/11/2021,10,"211,24"
13/11/2021,11,"215,78"
13/11/2021,12,"215,79"
13/11/2021,13,"214,58"
13/11/2021,14,"215,01"
13/11/2021,15,"216,36"
13/11/2021,16,"223,02"
13/11/2021,17,"259,10"
13/11/2021,18,"270,41"
13/11/2021,19,"263,49"
13/11/2021,20,"248,68"
13/11/2021,21,"247,68"
13/11/2021,22,"234,74"
13/11/2021,23,"227,78"
14/11/2021,00,"232,54"
14/11/2021,01,"219,28"
14/11/2021,02,"217,58"
14/11/2021,03,"205,14"
14/11/2021,04,"195,77"
14/11/2021,05,"193,19"
14/11/2021,06,"203,86"
14/11/2021,07,"214,30"
14/11/2021,08,"207,71"
14/11/2021,09,"215,06"
14/11/2021,10,"220,08"
14/11/2021,11,"210,41"
14/11/2021,12,"222,73"
14/11/2021,13,"210,71"
14/11/2021,14,"196,87"
14/11/2021,15,"195,67"
14/11/2021,16,"202,27"
14/11/2021,17,"249,05"
14/11/2021,18,"255,76"
14/11/2021,19,"256,28"
14/11/2021,20,"248,75"
14/11/2021,21,"244,33"
14/11/2021,22,"232,79"
14/11/2021,23,"208,69"
15/11/2021,00,"211,94"
15/11/2021,01,"206,25"
15/11/2021,02,"203,95"
15/11/2021,03,"199,18"
15/11/2021,04,"196,52"
15/11/2021,05,"212,44"
15/11/2021,06,"240,12"
15/11/2021,07,"259,92"
15/11/2021,08,"278,77"
15/11/2021,09,"253,37"
15/11/2021,10,"246,80"
15/11/2021,11,"212,77"
15/11/2021,12,"208,08"
15/11/2021,13,"208,65"
15/11/2021,14,"199,25"
15/11/2021,15,"210,00"
15/11/2021,16,"231,35"
15/11/2021,17,"262,75"
15/11/2021,18,"297,37"
15/11/2021,19,"309,17"
15/11/2021,20,"316,13"
15/11/2021,21,"297,84"
15/11/2021,22,"261,55"
15/11/2021,23,"246,22"
16/11/2021,00,"226,63"
16/11/2021,01,"210,47"
16/11/2021,02,"206,57"
16/11/2021,03,"203,90"
16/11/2021,04,"204,93"
16/11/2021,05,"221,92"
16/11/2021,06,"240,15"
16/11/2021,07,"243,02"
16/11/2021,08,"267,69"
16/11/2021,09,"262,21"
16/11/2021,10,"261,02"
16/11/2021,11,"245,93"
16/11/2021,12,"252,72"
16/11/2021,13,"256,69"
16/11/2021,14,"229,04"
16/11/2021,15,"236,40"
16/11/2021,16,"253,18"
16/11/2021,17,"274,70"
16/11/2021,18,"316,78"
16/11/2021,19,"333,35"
16/11/2021,20,"334,32"
16/11/2021,21,"300,51"
16/11/2021,22,"261,58"
16/11/2021,23,"253,85"
17/11/2021,00,"243,14"
17/11/2021,01,"236,20"
17/11/2021,02,"230,29"
17/11/2021,03,"213,03"
17/11/2021,04,"211,33"
17/11/2021,05,"214,67"
17/11/2021,06,"237,12"
17/11/2021,07,"276,16"
17/11/2021,08,"302,57"
17/11/2021,09,"275,69"
17/11/2021,10,"255,45"
17/11/2021,11,"236,08"
17/11/2021,12,"236,15"
17/11/2021,13,"235,97"
17/11/2021,14,"223,36"
17/11/2021,15,"227,43"
17/11/2021,16,"251,97"
17/11/2021,17,"277,08"
17/11/2021,18,"323,91"
17/11/2021,19,"334,40"
17/11/2021,20,"319,25"
17/11/2021,21,"302,98"
17/11/2021,22,"287,70"
17/11/2021,23,"273,20"
18/11/2021,00,"276,57"
18/11/2021,01,"274,86"
18/11/2021,02,"263,45"
18/11/2021,03,"246,88"
18/11/2021,04,"233,31"
18/11/2021,05,"257,32"
18/11/2021,06,"251,07"
18/11/2021,07,"281,71"
18/11/2021,08,"312,68"
18/11/2021,09,"296,53"
18/11/2021,10,"284,47"
18/11/2021,11,"273,29"
18/11/2021,12,"289,94"
18/11/2021,13,"295,46"
18/11/2021,14,"288,24"
18/11/2021,15,"302,08"
18/11/2021,16,"315,67"
18/11/2021,17,"334,94"
18/11/2021,18,"367,82"
18/11/2021,19,"364,46"
18/11/2021,20,"352,18"
18/11/2021,21,"336,62"
18/11/2021,22,"315,18"
18/11/2021,23,"305,19"
19/11/2021,00,"272,89"
19/11/2021,01,"271,05"
19/11/2021,02,"268,13"
19/11/2021,03,"250,60"
19/11/2021,04,"252,21"
19/11/2021,05,"267,41"
19/11/2021,06,"278,60"
19/11/2021,07,"286,91"
19/11/2021,08,"313,78"
19/11/2021,09,"298,73"
19/11/2021,10,"302,74"
19/11/2021,11,"299,79"
19/11/2021,12,"302,47"
19/11/2021,13,"302,24"
19/11/2021,14,"291,83"
19/11/2021,15,"293,13"
19/11/2021,16,"302,57"
19/11/2021,17,"317,09"
19/11/2021,18,"353,83"
19/11/2021,19,"355,12"
19/11/2021,20,"343,72"
19/11/2021,21,"314,47"
19/11/2021,22,"298,86"
19/11/2021,23,"299,22"
20/11/2021,00,"263,26"
20/11/2021,01,"256,84"
20/11/2021,02,"253,81"
20/11/2021,03,"246,15"
20/11/2021,04,"242,95"
20/11/2021,05,"244,17"
20/11/2021,06,"246,12"
20/11/2021,07,"251,60"
20/11/2021,08,"247,68"
20/11/2021,09,"266,05"
20/11/2021,10,"269,42"
20/11/2021,11,"263,60"
20/11/2021,12,"272,41"
20/11/2021,13,"259,77"
20/11/2021,14,"255,66"
20/11/2021,15,"266,55"
20/11/2021,16,"282,00"
20/11/2021,17,"289,59"
20/11/2021,18,"314,75"
20/11/2021,19,"319,31"
20/11/2021,20,"318,29"
20/11/2021,21,"306,36"
20/11/2021,22,"296,30"
20/11/2021,23,"301,65"
21/11/2021,00,"332,76"
21/11/2021,01,"314,06"
21/11/2021,02,"304,08"
21/11/2021,03,"297,44"
21/11/2021,04,"294,58"
21/11/2021,05,"290,84"
21/11/2021,06,"276,14"
21/11/2021,07,"269,04"
21/11/2021,08,"265,52"
21/11/2021,09,"275,10"
21/11/2021,10,"273,00"
21/11/2021,11,"269,28"
21/11/2021,12,"269,96"
21/11/2021,13,"258,67"
21/11/2021,14,"251,38"
21/11/2021,15,"253,40"
21/11/2021,16,"271,08"
21/11/2021,17,"297,60"
21/11/2021,18,"312,83"
21/11/2021,19,"317,56"
21/11/2021,20,"301,34"
21/11/2021,21,"293,96"
21/11/2021,22,"276,72"
21/11/2021,23,"264,32"
22/11/2021,00,"286,35"
22/11/2021,01,"274,36"
22/11/2021,02,"253,96"
22/11/2021,03,"254,63"
22/11/2021,04,"249,33"
22/11/2021,05,"255,18"
22/11/2021,06,"294,60"
22/11/2021,07,"301,65"
22/11/2021,08,"327,27"
22/11/2021,09,"319,72"
22/11/2021,10,"324,51"
22/11/2021,11,"321,51"
22/11/2021,12,"323,48"
22/11/2021,13,"318,53"
22/11/2021,14,"305,00"
22/11/2021,15,"306,33"
22/11/2021,16,"307,64"
22/11/2021,17,"317,68"
22/11/2021,18,"344,96"
22/11/2021,19,"351,45"
22/11/2021,20,"353,65"
22/11/2021,21,"324,41"
22/11/2021,22,"300,44"
22/11/2021,23,"295,71"
23/11/2021,00,"263,60"
23/11/2021,01,"253,11"
23/11/2021,02,"248,23"
23/11/2021,03,"241,51"
23/11/2021,04,"238,82"
23/11/2021,05,"247,77"
23/11/2021,06,"260,82"
23/11/2021,07,"272,09"
23/11/2021,08,"292,65"
23/11/2021,09,"288,10"
23/11/2021,10,"294,03"
23/11/2021,11,"290,24"
23/11/2021,12,"288,91"
23/11/2021,13,"288,94"
23/11/2021,14,"279,03"
23/11/2021,15,"284,96"
23/11/2021,16,"292,49"
23/11/2021,17,"308,56"
23/11/2021,18,"349,58"
23/11/2021,19,"358,76"
23/11/2021,20,"369,91"
23/11/2021,21,"356,36"
23/11/2021,22,"313,36"
23/11/2021,23,"308,46"
24/11/2021,00,"282,45"
24/11/2021,01,"266,23"
24/11/2021,02,"254,60"
24/11/2021,03,"243,21"
24/11/2021,04,"242,54"
24/11/2021,05,"264,06"
24/11/2021,06,"288,78"
24/11/2021,07,"312,34"
24/11/2021,08,"339,41"
24/11/2021,09,"326,63"
24/11/2021,10,"316,60"
24/11/2021,11,"306,56"
24/11/2021,12,"303,33"
24/11/2021,13,"296,95"
24/11/2021,14,"271,17"
24/11/2021,15,"262,47"
24/11/2021,16,"276,95"
24/11/2021,17,"289,99"
24/11/2021,18,"318,13"
24/11/2021,19,"328,24"
24/11/2021,20,"333,13"
24/11/2021,21,"320,17"
24/11/2021,22,"281,34"
24/11/2021,23,"272,28"
25/11/2021,00,"281,44"
25/11/2021,01,"273,74"
25/11/2021,02,"261,89"
25/11/2021,03,"254,95"
25/11/2021,04,"258,08"
25/11/2021,05,"271,86"
25/11/2021,06,"272,50"
25/11/2021,07,"286,54"
25/11/2021,08,"322,37"
25/11/2021,09,"318,73"
25/11/2021,10,"315,44"
25/11/2021,11,"306,67"
25/11/2021,12,"299,05"
25/11/2021,13,"295,18"
25/11/2021,14,"278,75"
25/11/2021,15,"274,98"
25/11/2021,16,"289,65"
25/11/2021,17,"303,14"
25/11/2021,18,"333,93"
25/11/2021,19,"339,80"
25/11/2021,20,"342,82"
25/11/2021,21,"333,96"
25/11/2021,22,"301,09"
25/11/2021,23,"289,91"
26/11/2021,00,"295,43"
26/11/2021,01,"287,60"
26/11/2021,02,"276,63"
26/11/2021,03,"257,19"
26/11/2021,04,"245,92"
26/11/2021,05,"270,12"
26/11/2021,06,"277,16"
26/11/2021,07,"287,35"
26/11/2021,08,"318,35"
26/11/2021,09,"310,12"
26/11/2021,10,"311,10"
26/11/2021,11,"301,18"
26/11/2021,12,"296,78"
26/11/2021,13,"293,48"
26/11/2021,14,"254,74"
26/11/2021,15,"254,85"
26/11/2021,16,"291,63"
26/11/2021,17,"312,06"
26/11/2021,18,"335,09"
26/11/2021,19,"337,41"
26/11/2021,20,"336,03"
26/11/2021,21,"326,39"
26/11/2021,22,"306,92"
26/11/2021,23,"298,74"
27/11/2021,00,"277,01"
27/11/2021,01,"275,26"
27/11/2021,02,"266,09"
27/11/2021,03,"247,94"
27/11/2021,04,"231,56"
27/11/2021,05,"225,80"
27/11/2021,06,"225,30"
27/11/2021,07,"256,70"
27/11/2021,08,"258,93"
27/11/2021,09,"267,46"
27/11/2021,10,"265,56"
27/11/2021,11,"250,03"
27/11/2021,12,"215,44"
27/11/2021,13,"215,08"
27/11/2021,14,"215,29"
27/11/2021,15,"214,73"
27/11/2021,16,"244,06"
27/11/2021,17,"276,79"
27/11/2021,18,"298,80"
27/11/2021,19,"294,28"
27/11/2021,20,"291,93"
27/11/2021,21,"275,06"
27/11/2021,22,"268,51"
27/11/2021,23,"255,22"
28/11/2021,00,"265,17"
28/11/2021,01,"253,41"
28/11/2021,02,"244,70"
28/11/2021,03,"237,86"
28/11/2021,04,"232,66"
28/11/2021,05,"229,92"
28/11/2021,06,"236,39"
28/11/2021,07,"239,87"
28/11/2021,08,"239,88"
28/11/2021,09,"250,60"
28/11/2021,10,"250,80"
28/11/2021,11,"251,81"
28/11/2021,12,"238,60"
28/11/2021,13,"237,32"
28/11/2021,14,"237,13"
28/11/2021,15,"235,36"
28/11/2021,16,"244,47"
28/11/2021,17,"286,73"
28/11/2021,18,"305,76"
28/11/2021,19,"296,03"
28/11/2021,20,"285,27"
28/11/2021,21,"284,51"
28/11/2021,22,"262,51"
28/11/2021,23,"243,14"
29/11/2021,00,"253,16"
29/11/2021,01,"247,16"
29/11/2021,02,"148,37"
29/11/2021,03,"138,32"
29/11/2021,04,"138,85"
29/11/2021,05,"242,14"
29/11/2021,06,"245,34"
29/11/2021,07,"266,23"
29/11/2021,08,"293,09"
29/11/2021,09,"293,69"
29/11/2021,10,"300,52"
29/11/2021,11,"288,08"
29/11/2021,12,"285,96"
29/11/2021,13,"287,55"
29/11/2021,14,"275,99"
29/11/2021,15,"291,63"
29/11/2021,16,"300,85"
29/11/2021,17,"314,26"
29/11/2021,18,"350,13"
29/11/2021,19,"356,26"
29/11/2021,20,"381,58"
29/11/2021,21,"358,77"
29/11/2021,22,"336,66"
29/11/2021,23,"324,98"
30/11/2021,00,"312,88"
30/11/2021,01,"308,52"
30/11/2021,02,"300,65"
30/11/2021,03,"280,73"
30/11/2021,04,"274,08"
30/11/2021,05,"297,51"
30/11/2021,06,"333,33"
30/11/2021,07,"353,27"
30/11/2021,08,"379,79"
30/11/2021,09,"374,28"
30/11/2021,10,"379,22"
30/11/2021,11,"366,90"
30/11/2021,12,"350,31"
30/11/2021,13,"350,20"
30/11/2021,14,"341,92"
30/11/2021,15,"345,79"
30/11/2021,16,"358,68"
30/11/2021,17,"381,42"
30/11/2021,18,"403,77"
30/11/2021,19,"397,10"
30/11/2021,20,"395,94"
30/11/2021,21,"395,88"
30/11/2021,22,"363,56"
30/11/2021,23,"333,36"
01/12/2021,00,"362,45"
01/12/2021,01,"328,72"
01/12/2021,02,"313,94"
01/12/2021,03,"295,76"
01/12/2021,04,"258,64"
01/12/2021,05,"257,86"
01/12/2021,06,"305,18"
01/12/2021,07,"336,56"
01/12/2021,08,"360,49"
01/12/2021,09,"335,15"
01/12/2021,10,"331,98"
01/12/2021,11,"326,82"
01/12/2021,12,"322,71"
01/12/2021,13,"318,85"
01/12/2021,14,"300,91"
01/12/2021,15,"309,53"
01/12/2021,16,"315,20"
01/12/2021,17,"324,48"
01/12/2021,18,"361,35"
01/12/2021,19,"376,93"
01/12/2021,20,"379,05"
01/12/2021,21,"348,80"
01/12/2021,22,"320,95"
01/12/2021,23,"262,46"
02/12/2021,00,"292,98"
02/12/2021,01,"256,52"
02/12/2021,02,"249,46"
02/12/2021,03,"247,00"
02/12/2021,04,"225,44"
02/12/2021,05,"242,38"
02/12/2021,06,"248,44"
02/12/2021,07,"298,47"
02/12/2021,08,"328,09"
02/12/2021,09,"325,49"
02/12/2021,10,"315,98"
02/12/2021,11,"270,03"
02/12/2021,12,"267,46"
02/12/2021,13,"258,72"
02/12/2021,14,"232,95"
02/12/2021,15,"248,30"
02/12/2021,16,"260,51"
02/12/2021,17,"326,75"
02/12/2021,18,"354,06"
02/12/2021,19,"369,68"
02/12/2021,20,"375,37"
02/12/2021,21,"375,06"
02/12/2021,22,"339,68"
02/12/2021,23,"334,24"
03/12/2021,00,"305,95"
03/12/2021,01,"271,96"
03/12/2021,02,"254,75"
03/12/2021,03,"251,11"
03/12/2021,04,"249,96"
03/12/2021,05,"254,66"
03/12/2021,06,"260,29"
03/12/2021,07,"289,24"
03/12/2021,08,"326,35"
03/12/2021,09,"323,81"
03/12/2021,10,"306,67"
03/12/2021,11,"287,14"
03/12/2021,12,"279,65"
03/12/2021,13,"274,15"
03/12/2021,14,"257,40"
03/12/2021,15,"265,77"
03/12/2021,16,"293,78"
03/12/2021,17,"336,94"
03/12/2021,18,"368,03"
03/12/2021,19,"367,38"
03/12/2021,20,"367,82"
03/12/2021,21,"358,87"
03/12/2021,22,"316,84"
03/12/2021,23,"289,72"
04/12/2021,00,"305,90"
04/12/2021,01,"285,75"
04/12/2021,02,"262,00"
04/12/2021,03,"243,35"
04/12/2021,04,"243,69"
04/12/2021,05,"242,27"
04/12/2021,06,"244,44"
04/12/2021,07,"261,17"
04/12/2021,08,"276,44"
04/12/2021,09,"285,04"
04/12/2021,10,"283,46"
04/12/2021,11,"279,63"
04/12/2021,12,"282,09"
04/12/2021,13,"272,87"
04/12/2021,14,"270,29"
04/12/2021,15,"260,91"
04/12/2021,16,"277,20"
04/12/2021,17,"303,62"
04/12/2021,18,"310,44"
04/12/2021,19,"309,14"
04/12/2021,20,"301,25"
04/12/2021,21,"309,63"
04/12/2021,22,"288,88"
04/12/2021,23,"274,30"
05/12/2021,00,"228,49"
05/12/2021,01,"146,96"
05/12/2021,02,"118,42"
05/12/2021,03,"31,55"
05/12/2021,04,"24,64"
05/12/2021,05,"23,24"
05/12/2021,06,"25,57"
05/12/2021,07,"33,57"
05/12/2021,08,"113,15"
05/12/2021,09,"120,43"
05/12/2021,10,"112,36"
05/12/2021,11,"60,94"
05/12/2021,12,"37,29"
05/12/2021,13,"41,67"
05/12/2021,14,"37,85"
05/12/2021,15,"24,85"
05/12/2021,16,"113,94"
05/12/2021,17,"230,72"
05/12/2021,18,"279,25"
05/12/2021,19,"303,06"
05/12/2021,20,"315,70"
05/12/2021,21,"317,23"
05/12/2021,22,"310,20"
05/12/2021,23,"288,34"
06/12/2021,00,"261,18"
06/12/2021,01,"249,00"
06/12/2021,02,"242,11"
06/12/2021,03,"234,81"
06/12/2021,04,"232,40"
06/12/2021,05,"231,36"
06/12/2021,06,"234,62"
06/12/2021,07,"243,05"
06/12/2021,08,"240,17"
06/12/2021,09,"239,40"
06/12/2021,10,"240,68"
06/12/2021,11,"239,74"
06/12/2021,12,"237,44"
06/12/2021,13,"241,08"
06/12/2021,14,"245,86"
06/12/2021,15,"261,71"
06/12/2021,16,"287,63"
06/12/2021,17,"309,84"
06/12/2021,18,"319,19"
06/12/2021,19,"325,25"
06/12/2021,20,"338,59"
06/12/2021,21,"310,38"
06/12/2021,22,"300,87"
06/12/2021,23,"285,60"
07/12/2021,00,"279,69"
07/12/2021,01,"254,20"
07/12/2021,02,"254,26"
07/12/2021,03,"255,19"
07/12/2021,04,"255,18"
07/12/2021,05,"276,67"
07/12/2021,06,"270,97"
07/12/2021,07,"287,31"
07/12/2021,08,"309,12"
07/12/2021,09,"306,48"
07/12/2021,10,"304,64"
07/12/2021,11,"296,11"
07/12/2021,12,"283,27"
07/12/2021,13,"268,20"
07/12/2021,14,"254,11"
07/12/2021,15,"255,30"
07/12/2021,16,"256,96"
07/12/2021,17,"278,70"
07/12/2021,18,"309,03"
07/12/2021,19,"319,26"
07/12/2021,20,"324,83"
07/12/2021,21,"311,71"
07/12/2021,22,"272,80"
07/12/2021,23,"258,61"
08/12/2021,00,"229,15"
08/12/2021,01,"156,28"
08/12/2021,02,"147,01"
08/12/2021,03,"65,57"
